symbol,entry_date,exit_date,entry,target,stop,exit,pnl_pct,days,result
GLENMARK,2024-08-19,2024-08-30,1625.18,1722.69,1576.42,1722.69,6.0,9,TARGET
INDUSTOWER,2024-08-30,2024-09-02,458.5,486.01,444.75,444.75,-3.0,1,STOP
HDFCAMC,2024-08-27,2024-09-03,2212.16,2344.89,2145.8,2145.8,-3.0,5,STOP
HINDPETRO,2024-09-04,2024-09-09,429.26,455.01,416.38,416.38,-3.0,3,STOP
BHARTIARTL,2024-08-28,2024-09-12,1543.45,1636.05,1497.14,1636.05,6.0,11,TARGET
KALYANKJIL,2024-09-02,2024-09-12,637.98,676.26,618.84,676.26,6.0,8,TARGET
KALYANKJIL,2024-09-12,2024-09-13,687.29,728.53,666.67,728.53,6.0,1,TARGET
PATANJALI,2024-08-21,2024-09-16,628.41,666.11,609.56,609.56,-3.0,18,STOP
HINDUNILVR,2024-09-09,2024-09-16,2835.84,3006.0,2750.77,2750.77,-3.0,5,STOP
KALYANKJIL,2024-09-13,2024-09-16,713.96,756.8,692.54,692.54,-3.0,1,STOP
MCX,2024-09-16,2024-09-18,1112.82,1179.59,1079.43,1179.59,6.0,2,TARGET
DIXON,2024-09-16,2024-09-19,13979.08,14817.82,13559.71,13559.71,-3.0,3,STOP
MCX,2024-09-18,2024-09-19,1155.48,1224.81,1120.81,1120.81,-3.0,1,STOP
AUBANK,2024-09-19,2024-09-20,751.57,796.67,729.03,729.03,-3.0,1,STOP
BHARTIARTL,2024-09-12,2024-09-23,1633.1,1731.08,1584.1,1731.08,6.0,7,TARGET
SHRIRAMFIN,2024-09-18,2024-09-25,699.29,741.25,678.31,678.31,-3.0,5,STOP
ETERNAL,2024-09-20,2024-09-26,290.5,307.93,281.78,281.78,-3.0,4,STOP
KALYANKJIL,2024-09-23,2024-09-26,766.41,812.39,743.42,743.42,-3.0,3,STOP
PERSISTENT,2024-08-30,2024-09-27,5121.55,5428.84,4967.9,5428.84,6.0,20,TARGET
PAYTM,2024-09-26,2024-09-27,705.15,747.46,684.0,684.0,-3.0,1,STOP
TVSMOTOR,2024-09-27,2024-09-30,2927.29,3102.92,2839.47,2839.47,-3.0,1,STOP
JUBLFOOD,2024-09-19,2024-10-01,694.24,735.89,673.41,673.41,-3.0,8,STOP
PAYTM,2024-10-01,2024-10-03,731.35,775.23,709.41,709.41,-3.0,1,STOP
BSE,2024-10-03,2024-10-04,1313.72,1392.55,1274.31,1392.55,6.0,1,TARGET
SUNPHARMA,2024-09-27,2024-10-07,1918.21,2033.3,1860.66,1860.66,-3.0,5,STOP
JSWSTEEL,2024-10-03,2024-10-08,1036.31,1098.49,1005.22,1005.22,-3.0,3,STOP
PAYTM,2024-10-08,2024-10-09,750.6,795.64,728.08,728.08,-3.0,1,STOP
DIXON,2024-10-08,2024-10-15,14512.54,15383.29,14077.17,15383.29,6.0,5,TARGET
M&M,2024-10-08,2024-10-16,3140.62,3329.06,3046.4,3046.4,-3.0,6,STOP
TRENT,2024-10-08,2024-10-16,8034.99,8517.09,7793.94,7793.94,-3.0,6,STOP
PAGEIND,2024-10-09,2024-10-16,42917.79,45492.86,41630.26,45492.86,6.0,5,TARGET
HDFCAMC,2024-10-16,2024-10-18,2369.48,2511.65,2298.4,2298.4,-3.0,2,STOP
AMBER,2024-10-16,2024-10-21,5491.65,5821.15,5326.9,5821.15,6.0,3,TARGET
DIVISLAB,2024-10-09,2024-10-22,5962.6,6320.36,5783.72,5783.72,-3.0,9,STOP
AMBER,2024-10-21,2024-10-22,6344.45,6725.12,6154.12,6154.12,-3.0,1,STOP
TIINDIA,2024-10-23,2024-10-24,4625.54,4903.07,4486.77,4486.77,-3.0,1,STOP
PERSISTENT,2024-10-23,2024-10-24,5664.22,6004.07,5494.29,5494.29,-3.0,1,STOP
NATIONALUM,2024-10-17,2024-10-25,208.58,221.1,202.33,202.33,-3.0,6,STOP
MCX,2024-10-29,2024-10-30,1359.76,1441.34,1318.96,1318.96,-3.0,1,STOP
TECHM,2024-10-21,2024-10-31,1638.64,1736.96,1589.48,1589.48,-3.0,8,STOP
HDFCLIFE,2024-10-29,2024-10-31,740.35,784.77,718.14,718.14,-3.0,2,STOP
WIPRO,2024-10-30,2024-11-04,264.93,280.83,256.98,256.98,-3.0,3,STOP
COFORGE,2024-10-23,2024-11-08,1494.25,1583.9,1449.42,1583.9,6.0,12,TARGET
ICICIBANK,2024-10-28,2024-11-08,1282.95,1359.93,1244.46,1244.46,-3.0,9,STOP
MAXHEALTH,2024-11-06,2024-11-11,1078.66,1143.37,1046.3,1046.3,-3.0,3,STOP
NATIONALUM,2024-11-05,2024-11-12,217.72,230.78,211.19,211.19,-3.0,5,STOP
DIXON,2024-11-06,2024-11-12,15640.64,16579.08,15171.42,15171.42,-3.0,4,STOP
PAGEIND,2024-11-08,2024-11-13,46891.09,49704.56,45484.36,45484.36,-3.0,3,STOP
RAMCOCEM,2024-11-12,2024-11-13,908.43,962.94,881.18,881.18,-3.0,1,STOP
INDHOTEL,2024-11-08,2024-11-14,730.75,774.6,708.83,708.83,-3.0,4,STOP
NATIONALUM,2024-11-18,2024-11-22,222.26,235.59,215.59,235.59,6.0,3,TARGET
RAMCOCEM,2024-11-19,2024-11-25,901.99,956.11,874.93,956.11,6.0,3,TARGET
HCLTECH,2024-11-22,2024-11-28,1815.7,1924.65,1761.23,1761.23,-3.0,4,STOP
HDFCBANK,2024-11-19,2024-12-04,859.51,911.08,833.72,911.08,6.0,10,TARGET
TECHM,2024-11-19,2024-12-12,1651.86,1750.97,1602.3,1750.97,6.0,16,TARGET
COFORGE,2024-11-25,2024-12-12,1702.6,1804.75,1651.52,1804.75,6.0,13,TARGET
CDSL,2024-12-05,2024-12-16,1840.94,1951.4,1785.71,1951.4,6.0,7,TARGET
FEDERALBNK,2024-11-19,2024-12-18,205.41,217.73,199.24,199.24,-3.0,20,STOP
RAMCOCEM,2024-11-29,2024-12-20,1013.05,1073.84,982.66,982.66,-3.0,15,STOP
COFORGE,2024-12-12,2024-12-20,1818.13,1927.21,1763.58,1927.21,6.0,6,TARGET
AMBER,2024-12-23,2024-12-24,6907.8,7322.27,6700.57,7322.27,6.0,1,TARGET
INDHOTEL,2024-12-30,2024-12-31,887.04,940.26,860.43,860.43,-3.0,1,STOP
DRREDDY,2024-12-27,2025-01-03,1380.69,1463.53,1339.27,1339.27,-3.0,5,STOP
NAUKRI,2024-12-12,2025-01-08,1711.82,1814.53,1660.47,1660.47,-3.0,18,STOP
EICHERMOT,2025-01-02,2025-01-08,5240.15,5554.56,5082.95,5082.95,-3.0,4,STOP
OBEROIRLTY,2024-12-16,2025-01-10,2239.98,2374.37,2172.78,2172.78,-3.0,18,STOP
SRF,2025-01-09,2025-01-10,2662.22,2821.95,2582.35,2582.35,-3.0,1,STOP
LAURUSLABS,2024-12-27,2025-01-13,585.42,620.54,567.85,567.85,-3.0,11,STOP
HCLTECH,2025-01-10,2025-01-14,1908.19,2022.68,1850.95,1850.95,-3.0,2,STOP
BSE,2025-01-15,2025-01-20,1922.6,2037.96,1864.92,2037.96,6.0,3,TARGET
WIPRO,2025-01-23,2025-01-27,297.81,315.68,288.88,288.88,-3.0,2,STOP
LAURUSLABS,2025-01-24,2025-01-27,601.33,637.41,583.29,583.29,-3.0,1,STOP
BAJFINANCE,2025-01-28,2025-01-30,756.0,801.35,733.32,801.35,6.0,2,TARGET
MARICO,2025-01-29,2025-02-01,661.7,701.41,641.85,701.41,6.0,3,TARGET
MUTHOOTFIN,2025-01-29,2025-02-03,2183.87,2314.91,2118.36,2118.36,-3.0,4,STOP
BAJFINANCE,2025-01-30,2025-02-03,785.32,832.44,761.76,832.44,6.0,3,TARGET
MARICO,2025-02-01,2025-02-03,683.72,724.74,663.21,663.21,-3.0,1,STOP
UPL,2025-01-31,2025-02-04,598.28,634.17,580.33,634.17,6.0,3,TARGET
EICHERMOT,2025-02-03,2025-02-07,5415.04,5739.94,5252.58,5252.58,-3.0,4,STOP
CHAMBLFERT,2025-02-07,2025-02-11,544.66,577.34,528.32,528.32,-3.0,2,STOP
SRF,2025-01-30,2025-02-14,2818.78,2987.91,2734.22,2734.22,-3.0,12,STOP
MUTHOOTFIN,2025-02-13,2025-02-14,2289.78,2427.16,2221.08,2221.08,-3.0,1,STOP
SBICARD,2025-02-13,2025-02-21,854.3,905.55,828.67,828.67,-3.0,6,STOP
KOTAKBANK,2025-02-13,2025-02-28,394.11,417.75,382.28,382.28,-3.0,10,STOP
SRF,2025-02-27,2025-02-28,2845.01,3015.71,2759.66,2759.66,-3.0,1,STOP
SBICARD,2025-02-27,2025-02-28,853.76,904.98,828.15,828.15,-3.0,1,STOP
BAJAJFINSV,2025-02-27,2025-02-28,1924.61,2040.09,1866.87,1866.87,-3.0,1,STOP
BAJFINANCE,2025-02-13,2025-03-21,835.74,885.89,810.67,885.89,6.0,24,TARGET
JSWSTEEL,2025-03-05,2025-03-24,1000.01,1060.01,970.01,1060.01,6.0,12,TARGET
KOTAKBANK,2025-03-12,2025-03-24,396.05,419.82,384.17,419.82,6.0,7,TARGET
SRF,2025-03-07,2025-03-26,2926.11,3101.67,2838.32,2838.32,-3.0,12,STOP
INDIGO,2025-03-19,2025-04-07,4972.15,5270.48,4822.98,4822.98,-3.0,12,STOP
MANAPPURAM,2025-03-21,2025-04-07,232.38,246.32,225.41,225.41,-3.0,10,STOP
CHAMBLFERT,2025-03-24,2025-04-07,607.13,643.56,588.92,588.92,-3.0,9,STOP
HDFCBANK,2025-04-04,2025-04-07,896.53,950.32,869.64,869.64,-3.0,1,STOP
PNBHOUSING,2025-04-08,2025-04-09,959.21,1016.76,930.44,930.44,-3.0,1,STOP
BHARTIARTL,2025-04-11,2025-04-17,1742.04,1846.56,1689.78,1846.56,6.0,3,TARGET
INDIGO,2025-04-08,2025-04-21,5148.35,5457.25,4993.9,5457.25,6.0,6,TARGET
BAJFINANCE,2025-04-08,2025-04-22,876.81,929.42,850.51,929.42,6.0,7,TARGET
HDFCBANK,2025-04-15,2025-04-23,920.01,975.22,892.41,975.22,6.0,5,TARGET
LTF,2025-04-21,2025-04-24,168.56,178.67,163.5,178.67,6.0,3,TARGET
BHARTIARTL,2025-04-17,2025-04-25,1873.44,1985.84,1817.24,1817.24,-3.0,5,STOP
HAL,2025-04-29,2025-04-30,4555.97,4829.33,4419.29,4419.29,-3.0,1,STOP
SOLARINDS,2025-04-29,2025-05-02,13443.95,14250.59,13040.63,13040.63,-3.0,2,STOP
SBILIFE,2025-04-25,2025-05-06,1692.75,1794.31,1641.96,1794.31,6.0,6,TARGET
BEL,2025-04-29,2025-05-07,315.02,333.93,305.57,305.57,-3.0,5,STOP
CHAMBLFERT,2025-05-06,2025-05-07,712.15,754.87,690.78,690.78,-3.0,1,STOP
GRASIM,2025-04-15,2025-05-09,2708.75,2871.27,2627.48,2627.48,-3.0,16,STOP
BEL,2025-05-09,2025-05-13,313.78,332.61,304.37,332.61,6.0,2,TARGET
BSE,2025-05-12,2025-05-14,2311.21,2449.88,2241.87,2449.88,6.0,2,TARGET
BEL,2025-05-13,2025-05-16,333.55,353.57,323.55,353.57,6.0,3,TARGET
HAL,2025-05-14,2025-05-16,4712.84,4995.61,4571.45,4995.61,6.0,2,TARGET
NBCC,2025-05-14,2025-05-16,106.06,112.42,102.88,112.42,6.0,2,TARGET
HAL,2025-05-16,2025-05-19,5068.38,5372.48,4916.33,4916.33,-3.0,1,STOP
MFSL,2025-05-14,2025-05-22,1338.2,1418.49,1298.05,1418.49,6.0,6,TARGET
BEL,2025-05-16,2025-05-22,361.52,383.21,350.67,383.21,6.0,4,TARGET
SOLARINDS,2025-05-22,2025-05-26,14999.02,15898.96,14549.05,15898.96,6.0,2,TARGET
MRF,2025-05-26,2025-05-28,146396.16,155179.93,142004.27,142004.27,-3.0,2,STOP
HDFCLIFE,2025-05-23,2025-06-03,778.25,824.94,754.9,754.9,-3.0,7,STOP
BSE,2025-05-30,2025-06-05,2674.0,2834.44,2593.78,2834.44,6.0,4,TARGET
LTF,2025-06-05,2025-06-09,183.36,194.36,177.86,194.36,6.0,2,TARGET
APLAPOLLO,2025-06-04,2025-06-12,1887.81,2001.08,1831.18,1831.18,-3.0,6,STOP
MFSL,2025-05-23,2025-06-16,1470.0,1558.2,1425.9,1558.2,6.0,16,TARGET
ABCAPITAL,2025-06-09,2025-06-17,240.23,254.64,233.02,254.64,6.0,6,TARGET
RBLBANK,2025-06-18,2025-06-19,227.6,241.26,220.77,220.77,-3.0,1,STOP
DALBHARAT,2025-05-14,2025-06-26,2047.22,2170.05,1985.8,2170.05,6.0,31,TARGET
POONAWALLA,2025-06-23,2025-06-30,437.55,463.8,424.42,463.8,6.0,5,TARGET
BEL,2025-06-16,2025-07-01,401.21,425.28,389.17,425.28,6.0,11,TARGET
LAURUSLABS,2025-06-30,2025-07-04,724.25,767.71,702.52,767.71,6.0,4,TARGET
BEL,2025-07-01,2025-07-07,429.42,455.19,416.54,416.54,-3.0,4,STOP
DIVISLAB,2025-05-19,2025-07-08,6550.17,6943.18,6353.67,6943.18,6.0,36,TARGET
POONAWALLA,2025-07-04,2025-07-11,472.55,500.9,458.37,458.37,-3.0,5,STOP
PIIND,2025-06-16,2025-07-14,4129.56,4377.34,4005.68,4005.68,-3.0,20,STOP
DIVISLAB,2025-07-08,2025-07-14,6906.55,7320.94,6699.36,6699.36,-3.0,4,STOP
BOSCHLTD,2025-07-11,2025-07-15,36035.9,38198.05,34954.82,38198.05,6.0,2,TARGET
DELHIVERY,2025-07-08,2025-07-18,408.8,433.33,396.54,433.33,6.0,8,TARGET
HDFCAMC,2025-07-15,2025-07-18,2641.75,2800.26,2562.5,2800.26,6.0,3,TARGET
RELIANCE,2025-06-26,2025-07-21,1489.35,1578.71,1444.67,1444.67,-3.0,17,STOP
PNB,2025-07-16,2025-07-22,114.97,121.87,111.52,111.52,-3.0,4,STOP
LAURUSLABS,2025-07-14,2025-07-28,823.17,872.56,798.48,872.56,6.0,10,TARGET
DALBHARAT,2025-07-18,2025-07-29,2247.58,2382.43,2180.15,2180.15,-3.0,7,STOP
DELHIVERY,2025-07-18,2025-07-30,425.45,450.98,412.69,412.69,-3.0,8,STOP
AMBUJACEM,2025-07-21,2025-07-31,613.25,650.05,594.85,594.85,-3.0,8,STOP
LAURUSLABS,2025-07-28,2025-08-01,888.52,941.83,861.86,861.86,-3.0,4,STOP
INDIGO,2025-07-31,2025-08-05,5900.53,6254.56,5723.51,5723.51,-3.0,3,STOP
AMBER,2025-07-29,2025-08-06,7810.5,8279.13,7576.18,7576.18,-3.0,6,STOP
ETERNAL,2025-07-22,2025-08-07,299.8,317.79,290.81,290.81,-3.0,12,STOP
JIOFIN,2025-07-31,2025-08-07,328.74,348.46,318.88,318.88,-3.0,5,STOP
CUMMINSIND,2025-08-06,2025-08-08,3619.24,3836.4,3510.67,3836.4,6.0,2,TARGET
HEROMOTOCO,2025-08-04,2025-08-18,4449.18,4716.13,4315.7,4716.13,6.0,9,TARGET
PAYTM,2025-08-11,2025-08-19,1122.0,1189.32,1088.34,1189.32,6.0,5,TARGET
ASHOKLEY,2025-08-18,2025-08-19,130.87,138.72,126.95,126.95,-3.0,1,STOP
ETERNAL,2025-08-20,2025-08-25,326.55,346.14,316.75,316.75,-3.0,3,STOP
INDIANB,2025-08-11,2025-08-28,674.0,714.44,653.78,653.78,-3.0,11,STOP
INDIGO,2025-08-06,2025-08-29,5883.56,6236.57,5707.05,5707.05,-3.0,15,STOP
JSL,2025-08-25,2025-08-29,795.47,843.19,771.6,771.6,-3.0,3,STOP
EICHERMOT,2025-08-26,2025-09-04,6151.0,6520.06,5966.47,6520.06,6.0,6,TARGET
CUMMINSIND,2025-08-08,2025-09-10,3789.67,4017.05,3675.98,4017.05,6.0,21,TARGET
MPHASIS,2025-09-10,2025-09-15,2968.4,3146.5,2879.35,2879.35,-3.0,3,STOP
DALBHARAT,2025-08-29,2025-09-24,2397.0,2540.82,2325.09,2325.09,-3.0,18,STOP
EXIDEIND,2025-09-01,2025-09-24,412.25,436.99,399.88,399.88,-3.0,17,STOP
TIINDIA,2025-09-15,2025-09-25,3351.26,3552.34,3250.72,3250.72,-3.0,8,STOP
DIXON,2025-09-01,2025-09-29,17574.18,18628.63,17046.95,17046.95,-3.0,20,STOP
KEI,2025-09-04,2025-09-29,4120.92,4368.18,3997.29,3997.29,-3.0,17,STOP
INDIANB,2025-09-24,2025-09-30,708.2,750.69,686.95,750.69,6.0,4,TARGET
LT,2025-09-26,2025-10-01,3729.5,3953.27,3617.61,3617.61,-3.0,3,STOP
JINDALSTEL,2025-09-30,2025-10-07,1063.75,1127.58,1031.84,1031.84,-3.0,4,STOP
NATIONALUM,2025-09-30,2025-10-09,208.08,220.56,201.84,220.56,6.0,6,TARGET
NMDC,2025-10-09,2025-10-13,76.48,81.06,74.18,74.18,-3.0,2,STOP
RBLBANK,2025-10-08,2025-10-15,286.45,303.64,277.86,303.64,6.0,5,TARGET
INDIANB,2025-09-30,2025-10-16,750.7,795.74,728.18,795.74,6.0,11,TARGET
MCX,2025-10-14,2025-10-20,1879.5,1992.27,1823.12,1823.12,-3.0,4,STOP
RBLBANK,2025-10-20,2025-10-23,326.65,346.25,316.85,316.85,-3.0,2,STOP
VEDL,2025-09-30,2025-10-24,458.15,485.64,444.4,485.64,6.0,16,TARGET
INDIANB,2025-10-20,2025-10-31,813.8,862.63,789.39,862.63,6.0,8,TARGET
LTF,2025-10-01,2025-11-03,258.58,274.09,250.82,274.09,6.0,21,TARGET
HINDALCO,2025-10-24,2025-11-06,824.45,873.92,799.72,799.72,-3.0,8,STOP
IDFCFIRSTB,2025-10-31,2025-11-07,81.77,86.68,79.32,79.32,-3.0,4,STOP
LTF,2025-11-03,2025-11-07,279.7,296.48,271.31,296.48,6.0,3,TARGET
ABCAPITAL,2025-11-07,2025-11-11,338.1,358.39,327.96,327.96,-3.0,2,STOP
LTF,2025-11-07,2025-11-11,303.6,321.82,294.49,294.49,-3.0,2,STOP
IDEA,2025-11-11,2025-11-14,10.24,10.85,9.93,10.85,6.0,3,TARGET
FEDERALBNK,2025-10-20,2025-11-18,227.08,240.7,220.27,240.7,6.0,19,TARGET
MUTHOOTFIN,2025-11-14,2025-11-24,3725.6,3949.14,3613.83,3613.83,-3.0,6,STOP
FEDERALBNK,2025-11-18,2025-12-01,244.51,259.18,237.17,259.18,6.0,9,TARGET
NATIONALUM,2025-11-10,2025-12-04,250.39,265.42,242.88,265.42,6.0,18,TARGET
BHARATFORG,2025-11-11,2025-12-09,1400.5,1484.53,1358.48,1358.48,-3.0,20,STOP
ABCAPITAL,2025-11-25,2025-12-09,345.45,366.18,335.09,366.18,6.0,10,TARGET
ASIANPAINT,2025-12-02,2025-12-09,2954.4,3131.66,2865.77,2865.77,-3.0,5,STOP
PERSISTENT,2025-12-04,2025-12-09,6428.94,6814.67,6236.07,6236.07,-3.0,3,STOP
AUBANK,2025-12-10,2025-12-12,993.7,1053.32,963.89,963.89,-3.0,2,STOP
MOTHERSON,2025-12-11,2025-12-18,119.43,126.6,115.85,115.85,-3.0,5,STOP
MUTHOOTFIN,2025-12-12,2025-12-19,3837.6,4067.86,3722.47,3722.47,-3.0,5,STOP
HINDZINC,2025-12-12,2025-12-22,561.65,595.35,544.8,595.35,6.0,6,TARGET
NATIONALUM,2025-12-12,2025-12-24,274.71,291.19,266.47,291.19,6.0,8,TARGET
PERSISTENT,2025-12-22,2025-12-24,6540.04,6932.44,6343.84,6343.84,-3.0,2,STOP
LAURUSLABS,2025-12-19,2025-12-31,1045.2,1107.91,1013.84,1107.91,6.0,7,TARGET
ASHOKLEY,2025-12-18,2026-01-01,171.57,181.86,166.42,181.86,6.0,9,TARGET
LT,2025-10-23,2026-01-02,3918.7,4153.82,3801.14,4153.82,6.0,49,TARGET
MANAPPURAM,2025-12-24,2026-01-05,314.02,332.86,304.6,304.6,-3.0,7,STOP
TITAN,2025-12-26,2026-01-07,3992.0,4231.52,3872.24,4231.52,6.0,8,TARGET
LTF,2025-12-31,2026-01-08,315.95,334.91,306.47,306.47,-3.0,6,STOP
HINDALCO,2026-01-02,2026-01-09,925.7,981.24,897.93,897.93,-3.0,5,STOP
TITAN,2026-01-07,2026-01-12,4273.2,4529.59,4145.0,4145.0,-3.0,3,STOP
UNIONBANK,2026-01-05,2026-01-14,162.36,172.1,157.49,172.1,6.0,7,TARGET
VEDL,2026-01-13,2026-01-14,626.73,664.34,607.93,664.34,6.0,1,TARGET
MCX,2026-01-13,2026-01-14,2293.0,2430.58,2224.21,2430.58,6.0,1,TARGET
HINDZINC,2026-01-14,2026-01-16,654.2,693.45,634.57,634.57,-3.0,2,STOP
INDUSTOWER,2026-01-09,2026-01-20,433.4,459.4,420.4,420.4,-3.0,7,STOP
ASHOKLEY,2026-01-01,2026-01-21,184.88,195.97,179.33,179.33,-3.0,14,STOP
PNB,2026-01-14,2026-01-21,128.68,136.4,124.82,124.82,-3.0,5,STOP
VEDL,2026-01-14,2026-01-28,664.65,704.53,644.71,704.53,6.0,9,TARGET
APLAPOLLO,2026-01-22,2026-01-28,1976.0,2094.56,1916.72,2094.56,6.0,3,TARGET
TECHM,2026-01-16,2026-01-29,1670.5,1770.73,1620.38,1770.73,6.0,8,TARGET
VEDL,2026-01-28,2026-01-30,724.99,768.49,703.24,703.24,-3.0,2,STOP
NATIONALUM,2026-01-29,2026-01-30,423.55,448.96,410.84,410.84,-3.0,1,STOP
COALINDIA,2026-01-28,2026-02-02,438.26,464.55,425.11,425.11,-3.0,3,STOP
ASHOKLEY,2026-01-22,2026-02-03,190.28,201.7,184.57,201.7,6.0,7,TARGET
BSE,2026-02-09,2026-02-10,2985.1,3164.21,2895.55,3164.21,6.0,1,TARGET
MOTHERSON,2026-02-09,2026-02-10,124.03,131.47,120.3,131.47,6.0,1,TARGET
ASHOKLEY,2026-02-03,2026-02-11,199.87,211.86,193.87,211.86,6.0,6,TARGET
APLAPOLLO,2026-02-03,2026-02-11,2137.5,2265.75,2073.38,2265.75,6.0,6,TARGET
TORNTPOWER,2026-02-10,2026-02-11,1467.79,1555.86,1423.76,1423.76,-3.0,1,STOP
BHARATFORG,2026-02-11,2026-02-12,1674.49,1774.95,1624.25,1624.25,-3.0,1,STOP
BSE,2026-02-10,2026-02-13,3174.2,3364.65,3078.97,3078.97,-3.0,3,STOP
UNIONBANK,2026-02-17,2026-02-23,188.89,200.22,183.22,200.22,6.0,4,TARGET
FEDERALBNK,2026-01-22,2026-02-24,282.2,299.13,273.73,299.13,6.0,22,TARGET
TVSMOTOR,2026-02-11,2026-02-24,3851.64,4082.74,3736.09,3736.09,-3.0,9,STOP
ASTRAL,2026-02-11,2026-02-26,1592.1,1687.63,1544.34,1687.63,6.0,11,TARGET
INDUSINDBK,2026-02-26,2026-03-02,964.6,1022.48,935.66,935.66,-3.0,2,STOP
BANDHANBNK,2026-02-24,2026-03-04,180.55,191.38,175.13,175.13,-3.0,5,STOP
IOC,2026-02-24,2026-03-04,177.95,188.62,172.61,172.61,-3.0,5,STOP
ONGC,2026-03-02,2026-03-06,282.2,299.13,273.73,273.73,-3.0,3,STOP
SOLARINDS,2026-03-04,2026-03-06,14523.0,15394.38,14087.31,15394.38,6.0,2,TARGET
ASTRAL,2026-03-06,2026-03-09,1689.2,1790.55,1638.52,1638.52,-3.0,1,STOP
CUMMINSIND,2026-03-06,2026-03-09,4800.7,5088.74,4656.68,4656.68,-3.0,1,STOP
BHARATFORG,2026-02-23,2026-03-12,1832.0,1941.92,1777.04,1777.04,-3.0,12,STOP
COALINDIA,2026-03-04,2026-03-12,435.15,461.26,422.1,461.26,6.0,6,TARGET
GLENMARK,2026-03-10,2026-03-16,2225.8,2359.35,2159.03,2159.03,-3.0,4,STOP
COALINDIA,2026-03-12,2026-03-18,470.1,498.31,456.0,456.0,-3.0,4,STOP
MCX,2026-03-17,2026-03-18,2671.8,2832.11,2591.65,2591.65,-3.0,1,STOP
COALINDIA,2026-03-20,2026-03-23,468.15,496.24,454.11,454.11,-3.0,1,STOP
TATAPOWER,2026-03-20,2026-03-23,402.4,426.54,390.33,390.33,-3.0,1,STOP
TORNTPHARM,2026-02-16,2026-03-30,4232.48,4486.43,4105.5,4220.2,-0.29,28,open
LUPIN,2026-03-20,2026-03-30,2322.5,2461.85,2252.82,2313.9,-0.37,5,open
ONGC,2026-03-27,2026-03-30,281.95,298.87,273.49,284.65,0.96,1,open
