symbol,entry_date,exit_date,entry,target,stop,exit,pnl_pct,days,result
FEDERALBNK,2024-07-23,2024-09-04,195.61,215.17,185.83,185.83,-5.0,30,STOP
ICICIGI,2024-08-16,2024-09-04,2016.77,2218.45,1915.93,2218.45,10.0,13,TARGET
HINDPETRO,2024-09-04,2024-09-09,429.26,472.18,407.8,407.8,-5.0,3,STOP
KALYANKJIL,2024-09-02,2024-09-13,637.98,701.78,606.08,701.78,10.0,9,TARGET
OFSS,2024-09-13,2024-09-18,11699.64,12869.6,11114.66,11114.66,-5.0,3,STOP
SYNGENE,2024-09-05,2024-10-07,904.89,995.38,859.65,859.65,-5.0,21,STOP
HINDUNILVR,2024-09-09,2024-10-09,2835.84,3119.43,2694.05,2694.05,-5.0,21,STOP
MCX,2024-09-18,2024-10-11,1155.48,1271.03,1097.71,1271.03,10.0,16,TARGET
PAYTM,2024-10-08,2024-10-14,750.6,825.66,713.07,713.07,-5.0,4,STOP
NATIONALUM,2024-10-14,2024-10-25,209.87,230.86,199.38,199.38,-5.0,9,STOP
PAGEIND,2024-10-09,2024-11-08,42917.8,47209.58,40771.91,47209.58,10.0,22,TARGET
MCX,2024-10-11,2024-11-12,1277.23,1404.96,1213.37,1213.37,-5.0,22,STOP
PIDILITIND,2024-06-05,2024-11-13,1564.39,1720.83,1486.17,1486.17,-5.0,111,STOP
PIIND,2024-07-29,2024-11-14,4361.65,4797.82,4143.57,4143.57,-5.0,76,STOP
PAGEIND,2024-11-08,2024-11-14,46891.09,51580.19,44546.53,44546.53,-5.0,4,STOP
RAMCOCEM,2024-11-12,2024-11-29,908.43,999.28,863.01,999.28,10.0,11,TARGET
NATIONALUM,2024-11-18,2024-12-13,222.26,244.48,211.14,211.14,-5.0,18,STOP
FEDERALBNK,2024-11-19,2024-12-19,205.41,225.95,195.14,195.14,-5.0,21,STOP
AMBER,2024-12-23,2024-12-26,6907.8,7598.58,6562.41,7598.58,10.0,2,TARGET
RAMCOCEM,2024-11-29,2024-12-27,1013.05,1114.36,962.4,962.4,-5.0,19,STOP
OBEROIRLTY,2024-12-16,2025-01-10,2239.98,2463.97,2127.98,2127.98,-5.0,18,STOP
ICICIBANK,2024-10-28,2025-01-13,1282.95,1411.25,1218.8,1218.8,-5.0,52,STOP
LAURUSLABS,2024-12-27,2025-01-13,585.42,643.96,556.15,556.15,-5.0,11,STOP
HCLTECH,2025-01-10,2025-01-14,1908.19,2099.01,1812.78,1812.78,-5.0,2,STOP
DRREDDY,2024-12-27,2025-01-15,1380.69,1518.76,1311.66,1311.66,-5.0,13,STOP
BSE,2025-01-15,2025-01-27,1922.6,2114.86,1826.47,1826.47,-5.0,8,STOP
LAURUSLABS,2025-01-24,2025-01-27,601.33,661.47,571.27,571.27,-5.0,1,STOP
TECHM,2024-11-19,2025-02-03,1651.86,1817.04,1569.26,1569.26,-5.0,53,STOP
BAJFINANCE,2025-01-28,2025-02-03,756.0,831.59,718.2,831.59,10.0,5,TARGET
MARICO,2025-01-29,2025-02-11,661.7,727.88,628.62,628.62,-5.0,10,STOP
EICHERMOT,2025-02-03,2025-02-11,5415.04,5956.54,5144.28,5144.28,-5.0,6,STOP
CHAMBLFERT,2025-02-07,2025-02-11,544.66,599.12,517.42,517.42,-5.0,2,STOP
WIPRO,2025-01-23,2025-02-24,297.81,327.59,282.92,282.92,-5.0,23,STOP
BAJAJFINSV,2025-02-13,2025-03-05,1848.35,2033.18,1755.93,1755.93,-5.0,13,STOP
MUTHOOTFIN,2025-01-29,2025-03-20,2183.87,2402.26,2074.68,2402.26,10.0,35,TARGET
KOTAKBANK,2025-02-13,2025-03-24,394.11,433.52,374.4,433.52,10.0,25,TARGET
SBICARD,2025-02-13,2025-04-07,854.3,939.73,811.58,811.58,-5.0,34,STOP
SRF,2025-02-27,2025-04-07,2845.01,3129.51,2702.76,2702.76,-5.0,25,STOP
JSWSTEEL,2025-03-05,2025-04-07,1000.01,1100.01,950.01,950.01,-5.0,21,STOP
MANAPPURAM,2025-03-21,2025-04-07,232.38,255.62,220.76,220.76,-5.0,10,STOP
CHAMBLFERT,2025-03-24,2025-04-07,607.13,667.85,576.78,576.78,-5.0,9,STOP
PNBHOUSING,2025-04-08,2025-04-29,959.21,1055.13,911.25,1055.13,10.0,12,TARGET
INDIGO,2025-04-08,2025-05-09,5148.35,5663.18,4890.93,4890.93,-5.0,19,STOP
BEL,2025-04-29,2025-05-15,315.02,346.53,299.27,346.53,10.0,11,TARGET
GRASIM,2025-04-15,2025-05-28,2708.75,2979.62,2573.31,2573.31,-5.0,29,STOP
BSE,2025-05-12,2025-05-30,2311.21,2542.33,2195.65,2542.33,10.0,14,TARGET
BSE,2025-05-30,2025-06-06,2674.0,2941.4,2540.3,2941.4,10.0,5,TARGET
BAJFINANCE,2025-04-08,2025-06-09,876.81,964.5,832.97,964.5,10.0,40,TARGET
BEL,2025-05-16,2025-06-10,361.52,397.67,343.44,397.67,10.0,17,TARGET
RBLBANK,2025-06-09,2025-06-11,229.46,252.4,217.98,217.98,-5.0,2,STOP
HDFCAMC,2025-06-06,2025-06-16,2543.75,2798.12,2416.56,2416.56,-5.0,6,STOP
NBCC,2025-05-30,2025-06-19,122.56,134.82,116.43,116.43,-5.0,14,STOP
BHARTIARTL,2025-04-11,2025-06-20,1742.04,1916.24,1654.93,1916.24,10.0,47,TARGET
POONAWALLA,2025-06-23,2025-07-04,437.55,481.3,415.67,481.3,10.0,9,TARGET
BEL,2025-06-16,2025-07-28,401.21,441.33,381.15,381.15,-5.0,30,STOP
MFSL,2025-06-16,2025-07-30,1577.0,1734.7,1498.15,1498.15,-5.0,32,STOP
BPCL,2025-07-04,2025-07-31,324.95,357.44,308.7,308.7,-5.0,19,STOP
LAURUSLABS,2025-07-28,2025-08-04,888.52,977.37,844.09,844.09,-5.0,5,STOP
AMBUJACEM,2025-07-30,2025-08-07,617.85,679.63,586.96,586.96,-5.0,6,STOP
PIIND,2025-06-16,2025-08-08,4129.56,4542.52,3923.09,3923.09,-5.0,39,STOP
HEROMOTOCO,2025-08-04,2025-08-18,4449.18,4894.1,4226.72,4894.1,10.0,9,TARGET
PAYTM,2025-08-11,2025-08-20,1122.0,1234.2,1065.9,1234.2,10.0,6,TARGET
LTF,2025-06-24,2025-08-21,200.06,220.07,190.06,220.07,10.0,41,TARGET
ETERNAL,2025-08-20,2025-08-29,326.55,359.2,310.22,310.22,-5.0,6,STOP
JSL,2025-08-25,2025-08-29,795.47,875.01,755.69,755.69,-5.0,3,STOP
INDIGO,2025-07-31,2025-09-01,5900.53,6490.58,5605.5,5605.5,-5.0,20,STOP
HEROMOTOCO,2025-08-18,2025-09-04,4888.71,5377.58,4644.28,5377.58,10.0,12,TARGET
DMART,2025-09-04,2025-09-11,4829.3,5312.23,4587.83,4587.83,-5.0,5,STOP
DALBHARAT,2025-08-29,2025-09-25,2397.0,2636.7,2277.15,2277.15,-5.0,19,STOP
TIINDIA,2025-09-15,2025-09-26,3351.26,3686.39,3183.7,3183.7,-5.0,9,STOP
DIXON,2025-09-01,2025-09-29,17574.18,19331.6,16695.47,16695.47,-5.0,20,STOP
BAJAJ-AUTO,2025-09-01,2025-10-03,8967.0,9863.7,8518.65,8518.65,-5.0,23,STOP
JINDALSTEL,2025-09-30,2025-10-10,1063.75,1170.12,1010.56,1010.56,-5.0,7,STOP
YESBANK,2025-10-10,2025-10-17,24.0,26.4,22.8,22.8,-5.0,5,STOP
CUMMINSIND,2025-08-08,2025-10-24,3789.67,4168.63,3600.18,4168.63,10.0,51,TARGET
HINDALCO,2025-10-03,2025-10-28,780.35,858.38,741.33,858.38,10.0,16,TARGET
VEDL,2025-09-30,2025-10-29,458.15,503.96,435.24,503.96,10.0,19,TARGET
NATIONALUM,2025-10-24,2025-11-11,229.71,252.68,218.22,252.68,10.0,11,TARGET
TATASTEEL,2025-10-28,2025-11-14,181.81,199.99,172.72,172.72,-5.0,12,STOP
RBLBANK,2025-10-20,2025-11-19,326.65,359.31,310.32,310.32,-5.0,20,STOP
LT,2025-09-26,2025-11-27,3729.5,4102.45,3543.02,4102.45,10.0,41,TARGET
BHEL,2025-11-11,2025-12-08,285.8,314.38,271.51,271.51,-5.0,19,STOP
ASHOKLEY,2025-11-27,2025-12-22,159.75,175.73,151.76,175.73,10.0,17,TARGET
HINDCOPPER,2025-12-22,2025-12-26,402.75,443.03,382.62,443.03,10.0,3,TARGET
HINDCOPPER,2025-12-26,2025-12-29,474.84,522.32,451.1,522.32,10.0,1,TARGET
FEDERALBNK,2025-12-30,2026-01-07,267.6,294.36,254.22,254.22,-5.0,6,STOP
TITAN,2026-01-07,2026-01-21,4273.2,4700.52,4059.54,4059.54,-5.0,10,STOP
MUTHOOTFIN,2025-11-14,2026-01-29,3725.6,4098.16,3539.32,4098.16,10.0,52,TARGET
HINDCOPPER,2026-01-29,2026-01-30,758.83,834.72,720.89,720.89,-5.0,1,STOP
LTIM,2025-11-19,2026-02-04,5972.0,6569.2,5673.4,5673.4,-5.0,53,STOP
IOC,2025-10-29,2026-02-05,156.27,171.9,148.46,171.9,10.0,68,TARGET
AUBANK,2025-12-10,2026-03-02,993.7,1093.07,944.02,944.02,-5.0,56,STOP
MOTHERSON,2026-02-09,2026-03-09,124.03,136.43,117.82,117.82,-5.0,19,STOP
SBIN,2026-02-09,2026-03-09,1146.0,1260.6,1088.7,1088.7,-5.0,19,STOP
ONGC,2026-03-02,2026-03-09,282.2,310.42,268.09,268.09,-5.0,4,STOP
APLAPOLLO,2026-02-03,2026-03-11,2137.5,2351.25,2030.62,2030.62,-5.0,25,STOP
FEDERALBNK,2026-01-22,2026-03-12,282.2,310.42,268.09,268.09,-5.0,33,STOP
GLENMARK,2026-03-10,2026-03-19,2225.8,2448.38,2114.51,2114.51,-5.0,7,STOP
MCX,2026-03-17,2026-03-19,2671.8,2938.98,2538.21,2538.21,-5.0,2,STOP
TATAPOWER,2026-03-20,2026-03-23,402.4,442.64,382.28,382.28,-5.0,1,STOP
COALINDIA,2026-03-11,2026-03-30,446.75,491.43,424.41,450.45,0.83,12,open
LUPIN,2026-03-20,2026-03-30,2322.5,2554.75,2206.38,2313.9,-0.37,5,open
ONGC,2026-03-27,2026-03-30,281.95,310.15,267.85,284.65,0.96,1,open
