symbol,entry_date,exit_date,entry,target,stop,exit,pnl_pct,days,result
JUBLFOOD,2024-09-19,2024-10-04,694.24,833.09,624.82,624.82,-10.0,10,STOP
DMART,2024-04-19,2024-10-14,4696.0,5635.2,4226.4,4226.4,-10.0,120,STOP
BSE,2024-10-14,2024-10-17,1598.13,1917.75,1438.31,1438.31,-10.0,3,STOP
AUBANK,2024-09-19,2024-10-18,751.57,901.89,676.42,676.42,-10.0,20,STOP
NYKAA,2024-07-30,2024-10-21,200.03,240.04,180.03,180.03,-10.0,57,STOP
AMBER,2024-10-21,2024-10-22,6344.45,7613.34,5710.01,5710.01,-10.0,1,STOP
DIXON,2024-10-08,2024-10-25,14512.54,17415.05,13061.29,13061.29,-10.0,13,STOP
TIINDIA,2024-10-23,2024-11-05,4625.54,5550.65,4162.99,4162.99,-10.0,9,STOP
MARICO,2024-06-05,2024-11-18,635.75,762.9,572.18,572.18,-10.0,113,STOP
DIXON,2024-11-06,2024-12-16,15640.64,18768.77,14076.57,18768.77,20.0,26,TARGET
NATIONALUM,2024-10-17,2025-01-06,208.58,250.3,187.73,187.73,-10.0,54,STOP
OBEROIRLTY,2024-12-16,2025-01-13,2239.98,2687.97,2015.98,2015.98,-10.0,19,STOP
BSE,2025-01-15,2025-01-28,1922.6,2307.12,1730.34,1730.34,-10.0,9,STOP
TECHM,2024-10-21,2025-02-28,1638.64,1966.37,1474.78,1474.78,-10.0,91,STOP
BAJFINANCE,2025-01-28,2025-03-25,756.0,907.19,680.4,907.19,20.0,39,TARGET
SRF,2025-01-09,2025-06-30,2662.22,3194.66,2396.0,3194.66,20.0,116,TARGET
LAURUSLABS,2025-06-30,2025-07-28,724.25,869.1,651.83,869.1,20.0,20,TARGET
BAJFINANCE,2025-04-08,2025-10-15,876.81,1052.18,789.13,1052.18,20.0,129,TARGET
JSWSTEEL,2025-03-05,2025-10-29,1000.01,1200.01,900.01,1200.01,20.0,160,TARGET
LAURUSLABS,2025-07-28,2025-12-22,888.52,1066.22,799.67,1066.22,20.0,100,TARGET
FEDERALBNK,2025-10-20,2026-01-16,227.08,272.5,204.37,272.5,20.0,61,TARGET
PNB,2026-01-16,2026-02-02,132.36,158.83,119.12,119.12,-10.0,10,STOP
PERSISTENT,2025-12-22,2026-02-04,6540.04,7848.05,5886.04,5886.04,-10.0,30,STOP
BSE,2026-02-09,2026-03-02,2985.1,3582.12,2686.59,2686.59,-10.0,15,STOP
ASHOKLEY,2026-02-03,2026-03-12,199.87,239.84,179.88,179.88,-10.0,26,STOP
HDFCBANK,2024-11-19,2026-03-19,859.51,1031.41,773.56,773.56,-10.0,331,STOP
IOC,2025-10-29,2026-03-23,156.27,187.52,140.64,140.64,-10.0,99,STOP
ICICIBANK,2024-10-28,2026-03-30,1282.95,1539.54,1154.66,1205.9,-6.01,352,open
ONGC,2026-03-02,2026-03-30,282.2,338.64,253.98,284.65,0.87,18,open
COALINDIA,2026-03-12,2026-03-30,470.1,564.12,423.09,450.45,-4.18,11,open
LUPIN,2026-03-20,2026-03-30,2322.5,2787.0,2090.25,2313.9,-0.37,5,open
